CHANNEL1,CHANNEL2,CHANNEL3,ENTRY AGE,SEX,POLICY TYPE 1,POLICY TYPE 2,POLICY TYPE 3,PAYMENT MODE,POLICY STATUS,BENEFIT,NON LAPSE GUARANTEED,SUBSTANDARD RISK,NUMBER OF ADVANCE PREMIUM,INITIAL BENEFIT,Full Benefit?,Policy Year (Decimal),Policy Year,Premium,Issue Date
2,3,0,38,M,3,5,A,Annually,Surrender,10000,NO NLG,0,0,0,N,4.416666667,5,400,15-Mar
2,3,0,38,M,3,7,B,Annually,Surrender,,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,40,M,3,5,A,Quaterly,Inforce,50000,NO NLG,0,0,0,N,4.416666667,5,1450,15-Mar
2,3,0,40,M,3,16,C,Quaterly,Inforce,600,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,38,M,3,17,C,Monthly,Lapse,60,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,38,M,3,19,C,Monthly,Lapse,20000,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,27,M,3,5,A,Monthly,Lapse,30000,NO NLG,0,0,0,N,4.416666667,5,1200,15-Mar
2,3,0,27,M,3,8,C,Monthly,Lapse,10000,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,32,M,3,17,C,Monthly,Lapse,100,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,43,M,3,13,C,Monthly,Lapse,20000,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,43,M,3,16,C,Monthly,Lapse,300,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,43,M,3,17,C,Monthly,Lapse,100,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,7,M,3,5,A,Monthly,Inforce,10000,NO NLG,0,0,0,N,4.416666667,5,600,15-Mar
2,3,0,38,M,3,5,A,Monthly,Surrender,50000,NO NLG,0,0,0,N,4.416666667,5,840,15-Mar
2,3,0,38,M,3,13,C,Monthly,Surrender,50000,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,38,M,3,6,D,Monthly,Surrender,,NO NLG,0,0,0,N,4.416666667,5,360,15-Mar
2,3,0,39,M,3,5,A,Monthly,Lapse,15000,NO NLG,0,0,0,N,4.416666667,5,1200,15-Mar
2,3,0,39,M,3,12,C,Monthly,Lapse,40,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,39,M,3,8,C,Monthly,Lapse,5000,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,25,M,3,5,A,Quaterly,Inforce,20000,NO NLG,0,0,0,N,4.416666667,5,480,15-Mar
2,3,0,25,M,3,13,C,Quaterly,Inforce,20000,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,25,M,3,6,D,Quaterly,Inforce,,NO NLG,0,0,0,N,4.416666667,5,240,15-Mar
2,3,0,27,M,3,7,B,Quaterly,Inforce,,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,33,M,3,13,C,Quaterly,Inforce,20000,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,33,M,3,6,D,Quaterly,Inforce,,NO NLG,0,0,0,N,4.416666667,5,240,15-Mar
2,3,0,33,M,3,7,B,Quaterly,Inforce,,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,24,M,3,6,D,Quaterly,Inforce,,NO NLG,0,0,0,N,4.416666667,5,240,15-Mar
2,3,0,24,M,3,7,B,Quaterly,Inforce,,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,25,M,3,5,A,Quaterly,Inforce,20000,NO NLG,0,0,0,N,4.416666667,5,480,15-Mar
2,3,0,25,M,3,6,D,Quaterly,Inforce,,NO NLG,0,0,0,N,4.416666667,5,240,15-Mar
2,3,0,50,F,3,5,A,Quaterly,Inforce,20000,NO NLG,0,0,0,N,4.416666667,5,720,15-Mar
2,3,0,50,F,3,6,D,Quaterly,Inforce,,NO NLG,0,0,0,N,4.416666667,5,480,15-Mar
2,3,0,28,F,3,9,C,Monthly,Surrender,134,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,20,M,3,5,A,Semiannually,Lapse,60000,NO NLG,0,0,0,N,4.416666667,5,6000,15-Mar
2,3,0,20,M,3,12,C,Semiannually,Lapse,80,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,20,M,3,15,C,Semiannually,Lapse,40000,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,20,M,3,19,C,Semiannually,Lapse,20000,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,61,M,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,4.333333333,5,1200,15-Apr
2,3,0,13,F,3,5,A,Quaterly,Surrender,2040,NO NLG,0,0,0,N,4.416666667,5,408,15-Mar
2,3,0,13,F,3,8,C,Quaterly,Surrender,10000,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,20,M,3,11,C,Monthly,Lapse,20000,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,20,M,3,16,C,Monthly,Lapse,100,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,28,F,3,5,A,Monthly,Lapse,40000,NO NLG,0,0,0,N,4.416666667,5,1320,15-Mar
2,3,0,8,M,3,5,A,Quaterly,Lapse,20000,NO NLG,0,0,0,N,4.416666667,5,800,15-Mar
2,3,0,8,M,3,12,C,Quaterly,Lapse,40,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,8,M,3,6,D,Quaterly,Lapse,,NO NLG,0,0,0,N,4.416666667,5,400,15-Mar
2,3,0,53,M,3,17,C,Quaterly,Death,60,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,39,M,3,13,C,Quaterly,Inforce,400000,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,39,M,3,12,C,Quaterly,Lapse,300,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,18,F,3,5,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,4.416666667,5,2150,15-Mar
2,3,0,18,F,3,17,C,Monthly,Lapse,200,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,18,F,3,7,B,Monthly,Lapse,,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,4,F,3,17,C,Monthly,Lapse,100,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,26,F,3,5,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,4.416666667,5,480,15-Mar
2,3,0,42,M,3,5,A,Annually,Lapse,28000,NO NLG,0,0,0,N,4.416666667,5,5600,15-Mar
2,3,0,42,M,3,17,C,Annually,Lapse,200,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,42,M,3,19,C,Annually,Lapse,14000,NO NLG,0,0,0,N,4.416666667,5,,15-Mar
2,3,0,12,M,3,17,C,Monthly,Lapse,60,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,45,F,3,9,C,Monthly,Inforce,240,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,45,F,3,17,C,Monthly,Inforce,100,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,45,F,3,6,D,Monthly,Inforce,,NO NLG,0,0,0,N,4.333333333,5,240,15-Apr
2,3,0,37,F,3,14,C,Monthly,Lapse,40,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,62,F,3,15,C,Semiannually,Surrender,10000,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,62,F,3,6,D,Semiannually,Surrender,,NO NLG,0,0,0,N,4.333333333,5,400,15-Apr
2,3,0,32,M,3,8,C,Monthly,Lapse,10000,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,13,M,3,5,A,Monthly,Inforce,20000,NO NLG,0,0,0,N,4.25,5,840,15-May
2,3,0,13,M,3,15,C,Monthly,Inforce,30000,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,13,M,3,19,C,Monthly,Inforce,15000,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,26,M,3,5,A,Monthly,Lapse,42000,NO NLG,0,0,0,N,4.333333333,5,720,15-Apr
2,3,0,26,M,3,10,C,Monthly,Lapse,42000,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,26,M,3,11,C,Monthly,Lapse,42000,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,26,M,3,15,C,Monthly,Lapse,42000,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,51,F,3,5,A,Monthly,Lapse,8000,NO NLG,0,0,0,N,4.25,5,1200,15-May
2,3,0,51,F,3,12,C,Monthly,Lapse,20,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,26,M,3,5,A,Monthly,Inforce,10000,NO NLG,0,0,0,N,4.333333333,5,960,15-Apr
2,3,0,4,M,3,5,A,Monthly,Inforce,4000,NO NLG,0,0,0,N,4.333333333,5,480,15-Apr
2,3,0,44,M,3,5,A,Quaterly,Inforce,50000,NO NLG,0,0,0,N,4.333333333,5,2520,15-Apr
2,3,0,44,M,3,17,C,Quaterly,Inforce,60,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,44,M,3,6,D,Quaterly,Inforce,,NO NLG,0,0,0,N,4.333333333,5,600,15-Apr
2,3,0,52,M,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,4.333333333,5,240,15-Apr
2,3,0,41,F,3,5,A,Quaterly,Surrender,15000,NO NLG,0,0,0,N,4.333333333,5,600,15-Apr
2,3,0,41,F,3,6,D,Quaterly,Surrender,,NO NLG,0,0,0,N,4.333333333,5,200,15-Apr
2,3,0,4,M,3,17,C,Annually,Inforce,60,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,27,M,3,5,A,Annually,Lapse,40000,NO NLG,0,0,0,N,4.333333333,5,2800,15-Apr
2,3,0,27,M,3,16,C,Annually,Lapse,8000,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,27,M,3,6,D,Annually,Lapse,,NO NLG,0,0,0,N,4.333333333,5,5200,15-Apr
2,3,0,27,F,3,9,C,Quaterly,Lapse,300,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,27,F,3,15,C,Quaterly,Lapse,10000,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,58,F,3,7,B,Monthly,Lapse,,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,41,F,3,13,C,Monthly,Lapse,6000,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,41,F,3,16,C,Monthly,Lapse,220,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,41,F,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,4.333333333,5,960,15-Apr
2,3,0,6,M,3,5,A,Monthly,Inforce,40000,NO NLG,0,0,0,N,4.333333333,5,960,15-Apr
2,3,0,6,M,3,13,C,Monthly,Inforce,6000,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,6,M,3,6,D,Monthly,Inforce,,NO NLG,0,0,0,N,4.333333333,5,480,15-Apr
2,3,0,42,F,3,14,C,Monthly,Inforce,80,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,11,F,3,17,C,Annually,Inforce,60,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,41,M,3,14,C,Annually,Inforce,1000,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,56,F,3,5,A,Monthly,Lapse,5000,NO NLG,0,0,0,N,4.333333333,5,480,15-Apr
2,3,0,16,F,3,5,A,Monthly,Lapse,30000,NO NLG,0,0,0,N,4.333333333,5,720,15-Apr
2,3,0,38,F,3,5,A,Monthly,Lapse,60000,NO NLG,0,0,0,N,4.333333333,5,4440,15-Apr
2,3,0,35,M,3,12,C,Monthly,Lapse,60,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,59,F,3,5,A,Monthly,Lapse,26000,NO NLG,0,0,0,N,4.333333333,5,2400,15-Apr
2,3,0,59,F,3,12,C,Monthly,Lapse,100,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,24,M,3,5,A,Monthly,Surrender,75000,NO NLG,0,0,0,N,4.333333333,5,3048,15-Apr
2,3,0,24,M,3,12,C,Monthly,Surrender,300,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,24,M,3,17,C,Monthly,Surrender,300,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,59,M,3,5,A,Semiannually,Inforce,20000,NO NLG,0,0,0,N,4.333333333,5,1200,15-Apr
2,3,0,30,M,3,5,A,Monthly,Inforce,100000,NO NLG,0,0,0,N,4.333333333,5,4800,15-Apr
2,3,0,30,M,3,12,C,Monthly,Inforce,100,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,30,M,3,16,C,Monthly,Inforce,500,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,30,M,3,6,D,Monthly,Inforce,,NO NLG,0,0,0,N,4.333333333,5,1200,15-Apr
2,3,0,33,F,3,12,C,Quaterly,Surrender,60,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,4,F,3,5,A,Monthly,Surrender,10000,NO NLG,0,0,0,N,4.25,5,480,15-May
2,3,0,28,M,3,14,C,Monthly,Surrender,40,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,1,M,3,17,C,Annually,Inforce,60,NO NLG,0,0,0,N,4.333333333,5,,15-Apr
2,3,0,36,M,5,30,E,Annually,Inforce,15000,NO NLG,0,0,0,N,4.25,5,7,15-May
2,3,0,36,M,5,31,E,Annually,Inforce,450,NO NLG,0,0,0,N,4.25,5,18,15-May
2,3,0,36,M,5,32,E,Annually,Inforce,30,NO NLG,0,0,0,N,4.25,5,18,15-May
2,3,0,11,M,3,17,C,Monthly,Lapse,60,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,11,M,3,19,C,Monthly,Lapse,13500,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,11,M,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,4.25,5,240,15-May
2,3,0,33,F,3,14,C,Monthly,Lapse,90,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,55,F,3,5,A,Quaterly,Inforce,24000,NO NLG,0,0,0,N,4.25,5,800,15-May
2,3,0,63,F,3,5,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,4.25,5,1200,15-May
2,3,0,46,M,3,17,C,Monthly,Inforce,60,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,46,M,3,6,D,Monthly,Inforce,,NO NLG,0,0,0,N,4.25,5,240,15-May
2,3,0,57,M,3,17,C,Monthly,Lapse,100,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,24,F,3,17,C,Monthly,Lapse,100,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,24,F,3,15,C,Monthly,Lapse,20000,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,27,M,3,5,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,4.166666667,5,1440,15-Jun
2,3,0,27,M,3,11,C,Monthly,Lapse,20000,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,27,M,3,8,C,Monthly,Lapse,10000,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,50,M,3,5,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,4.25,5,720,15-May
2,3,0,31,F,3,13,C,Monthly,Lapse,20000,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,31,F,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,4.25,5,240,15-May
2,3,0,32,M,3,11,C,Monthly,Lapse,40000,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,32,M,3,9,C,Monthly,Lapse,150,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,32,M,3,17,C,Monthly,Lapse,60,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,41,F,3,6,D,Monthly,Surrender,,NO NLG,0,0,0,N,4.25,5,240,15-May
2,3,0,38,F,3,5,A,Monthly,Inforce,30000,NO NLG,0,0,0,N,4.25,5,1440,15-May
2,3,0,38,F,3,17,C,Monthly,Inforce,60,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,38,F,3,8,C,Monthly,Inforce,10000,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,38,F,3,5,A,Monthly,Surrender,20000,NO NLG,0,0,0,N,4.25,5,1440,15-May
2,3,0,38,F,3,8,C,Monthly,Surrender,5000,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,28,F,3,9,C,Monthly,Lapse,60,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,35,F,3,12,C,Quaterly,Inforce,100,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,35,F,3,6,D,Quaterly,Inforce,,NO NLG,0,0,0,N,4.25,5,1000,15-May
2,3,0,13,F,3,5,A,Quaterly,Inforce,10000,NO NLG,0,0,0,N,4.166666667,5,1440,15-Jun
2,3,0,13,F,3,7,B,Quaterly,Inforce,,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,13,F,3,7,B,Quaterly,Inforce,,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,13,F,3,7,B,Quaterly,Inforce,,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,3,F,3,5,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,4.25,5,1200,15-May
2,3,0,3,F,3,17,C,Monthly,Lapse,60,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,3,F,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,4.25,5,240,15-May
2,3,0,22,M,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,4.25,5,240,15-May
2,3,0,0,M,3,17,C,Monthly,Lapse,60,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,0,M,3,22,C,Monthly,Lapse,4000,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,0,M,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,4.25,5,240,15-May
2,3,0,1,M,3,15,C,Monthly,Inforce,7000,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,1,M,3,6,D,Monthly,Inforce,,NO NLG,0,0,0,N,4.25,5,240,15-May
2,3,0,34,M,3,14,C,Monthly,Inforce,60,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,23,F,3,16,C,Monthly,Lapse,102,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,24,F,3,16,C,Monthly,Inforce,110,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,20,F,3,6,D,Monthly,Inforce,,NO NLG,0,0,0,N,4.25,5,720,15-May
2,3,0,4,F,3,17,C,Monthly,Lapse,60,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,43,F,3,14,C,Monthly,Lapse,140,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,40,F,3,5,A,Monthly,Surrender,80000,NO NLG,0,0,0,N,4.25,5,2400,15-May
2,3,0,40,F,3,12,C,Monthly,Surrender,300,NO NLG,0,0,0,N,4.25,5,,15-May
2,3,0,47,M,5,29,A,Annually,Surrender,15000,NO NLG,0,0,0,N,4.166666667,5,14,15-Jun
2,3,0,47,M,5,32,E,Annually,Surrender,30,NO NLG,0,0,0,N,4.166666667,5,18,15-Jun
2,3,0,47,M,5,33,E,Annually,Surrender,15000,NO NLG,0,0,0,N,4.166666667,5,2,15-Jun
2,3,0,47,M,5,34,E,Annually,Surrender,200,NO NLG,0,0,0,N,4.166666667,5,15,15-Jun
2,3,0,34,M,3,17,C,Monthly,Lapse,100,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,14,F,3,5,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,4.166666667,5,1200,15-Jun
2,3,0,36,F,3,5,A,Quaterly,Inforce,40000,NO NLG,0,0,0,N,4.166666667,5,1200,15-Jun
2,3,0,36,F,3,6,D,Quaterly,Inforce,,NO NLG,0,0,0,N,4.166666667,5,600,15-Jun
2,3,0,31,F,3,8,C,Quaterly,Inforce,27000,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,31,F,3,19,C,Quaterly,Inforce,13500,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,31,F,3,6,D,Quaterly,Inforce,,NO NLG,0,0,0,N,4.166666667,5,240,15-Jun
2,3,0,4,M,3,12,C,Semiannually,Lapse,60,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,46,M,3,5,A,Monthly,Inforce,30000,NO NLG,0,0,0,N,4.166666667,5,2400,15-Jun
2,3,0,46,M,3,12,C,Monthly,Inforce,80,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,46,M,3,6,D,Monthly,Inforce,,NO NLG,0,0,0,N,4.166666667,5,600,15-Jun
2,3,0,46,M,3,6,D,Quaterly,Death,,NO NLG,0,0,0,N,4.166666667,5,160,15-Jun
2,3,0,40,M,3,5,A,Monthly,Lapse,50000,NO NLG,0,0,0,N,4.166666667,5,3000,15-Jun
2,3,0,40,M,3,18,C,Monthly,Lapse,7000,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,45,M,3,5,A,Monthly,Lapse,30000,NO NLG,0,0,0,N,4.166666667,5,1560,15-Jun
2,3,0,45,M,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,4.166666667,5,240,15-Jun
2,3,0,45,F,3,5,A,Monthly,Inforce,20000,NO NLG,0,0,0,N,4.166666667,5,2311,15-Jun
2,3,0,45,F,3,13,C,Monthly,Inforce,5000,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,45,F,3,6,D,Monthly,Inforce,,NO NLG,0,0,0,N,4.166666667,5,240,15-Jun
2,3,0,1,F,3,17,C,Quaterly,Lapse,60,NO NLG,0,0,0,N,4.083333333,5,,15-Jul
2,3,0,25,F,3,14,C,Quaterly,Lapse,300,NO NLG,0,0,0,N,4.083333333,5,,15-Jul
2,3,0,33,F,3,5,A,Annually,Inforce,10000,NO NLG,0,0,0,N,4.166666667,5,480,15-Jun
2,3,0,13,M,3,17,C,Semiannually,Inforce,60,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,41,M,3,14,C,Semiannually,Inforce,600,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,25,M,3,5,A,Monthly,Surrender,10000,NO NLG,0,0,0,N,4.166666667,5,480,15-Jun
2,3,0,11,M,3,5,A,Monthly,Lapse,6000,NO NLG,0,0,0,N,4.166666667,5,720,15-Jun
2,3,0,43,M,3,9,C,Monthly,Lapse,100,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,52,M,3,5,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,4.166666667,5,720,15-Jun
2,3,0,37,M,3,5,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,4.166666667,5,1200,15-Jun
2,3,0,37,M,3,12,C,Monthly,Lapse,40,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,37,M,3,16,C,Monthly,Lapse,100,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,40,M,3,13,C,Monthly,Inforce,10000,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,40,M,3,16,C,Monthly,Inforce,100,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,42,F,3,9,C,Monthly,Lapse,60,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,35,F,5,29,A,Quaterly,Lapse,15000,NO NLG,0,0,0,N,4.166666667,5,14,15-Jun
2,3,0,35,F,5,31,E,Quaterly,Lapse,450,NO NLG,0,0,0,N,4.166666667,5,19,15-Jun
2,3,0,35,F,5,32,E,Quaterly,Lapse,30,NO NLG,0,0,0,N,4.166666667,5,19,15-Jun
2,3,0,35,F,5,33,E,Quaterly,Lapse,15000,NO NLG,0,0,0,N,4.166666667,5,2,15-Jun
2,3,0,45,F,3,17,C,Monthly,Surrender,100,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,30,M,3,5,A,Monthly,Inforce,80000,NO NLG,0,0,0,N,4.166666667,5,840,15-Jun
2,3,0,30,M,3,6,D,Monthly,Inforce,,NO NLG,0,0,0,N,4.166666667,5,360,15-Jun
2,3,0,39,F,3,5,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,4.166666667,5,480,15-Jun
2,3,0,39,F,3,16,C,Monthly,Lapse,40,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,45,F,3,9,C,Quaterly,Lapse,240,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,45,F,3,6,D,Quaterly,Lapse,,NO NLG,0,0,0,N,4.166666667,5,240,15-Jun
2,3,0,16,F,3,5,A,Annually,Lapse,50000,NO NLG,0,0,0,N,4.166666667,5,3000,15-Jun
2,3,0,16,F,3,17,C,Annually,Lapse,300,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,17,M,3,13,C,Monthly,Lapse,12000,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,17,M,3,12,C,Monthly,Lapse,40,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,17,M,3,15,C,Monthly,Lapse,10000,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,38,M,3,5,A,Semiannually,Lapse,20000,NO NLG,0,0,0,N,4.166666667,5,1440,15-Jun
2,3,0,38,M,3,13,C,Semiannually,Lapse,40000,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,38,M,3,16,C,Semiannually,Lapse,960,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,38,M,3,18,C,Semiannually,Lapse,5000,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,33,M,3,5,A,Monthly,Lapse,4000,NO NLG,0,0,0,N,4.166666667,5,480,15-Jun
2,3,0,39,M,3,8,C,Monthly,Lapse,10000,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,1,M,3,17,C,Monthly,Lapse,60,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,38,F,3,5,A,Quaterly,Inforce,400000,NO NLG,0,0,0,N,4.166666667,5,4000,15-Jun
2,3,0,39,M,3,16,C,Monthly,Inforce,200,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,31,M,3,5,A,Monthly,Inforce,50000,NO NLG,0,0,0,N,4.166666667,5,1200,15-Jun
2,3,0,31,M,3,13,C,Monthly,Inforce,50000,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,31,M,3,16,C,Monthly,Inforce,120,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,25,M,3,16,C,Monthly,Inforce,120,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,25,M,3,8,C,Monthly,Inforce,20000,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,43,M,3,5,A,Monthly,Lapse,16000,NO NLG,0,0,0,N,4.166666667,5,960,15-Jun
2,3,0,43,M,3,16,C,Monthly,Lapse,100,NO NLG,0,0,0,N,4.166666667,5,,15-Jun
2,3,0,43,M,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,4.166666667,5,240,15-Jun
2,3,0,4,F,3,5,A,Semiannually,Inforce,10000,NO NLG,0,0,0,N,4.166666667,5,1200,15-Jun
